chrom,ID,start,end,strand,nTSS,nTags,tsrwidth
chr1,DCDC2B,32661612,32661612,+,1,14,1
chr1,RBBP4,33116791,33116881,+,20,377,91
chr1,RBBP4,33116134,33116151,-,6,110,18
chr1,S100PBP,33282921,33282960,-,9,185,40
chr1,ZNF362,33722093,33722093,+,1,12,1
chr1,NCDN,36023004,36023004,-,1,15,1
chr1,TFAP2E,36023004,36023004,-,1,15,1
chr1,AGO4,36256691,36256691,-,1,17,1
chr1,MAP7D1,36615087,36615087,-,1,24,1
chr1,SH3D21,36770072,36770075,+,3,101,4
chr1,EVA1B,36770072,36770075,+,3,101,4
chr1,LSM10,36851516,36851525,-,3,31,10
chr1,CSF3R,36929961,36929985,-,6,107,25
chr1,SNIP1,37980355,37980377,-,6,81,23
chr1,DNALI1,38021815,38021816,+,2,31,2
chr1,DNALI1,38019894,38019894,-,1,12,1
chr1,GNL2,38021815,38021816,+,2,31,2
chr1,GNL2,38019894,38019894,-,1,12,1
chr1,RSPO1,38061535,38061547,-,5,118,13
chr1,MTF1,38273880,38273880,-,1,10,1
chr1,INPP5B,38325264,38325264,-,1,20,1
chr1,FHL3,38455659,38455694,-,10,207,36
chr1,UTP11,38471186,38471186,-,1,11,1
chr1,GJA9,39339019,39339052,-,8,190,34
chr1,RHBDL2,39339019,39339052,-,8,190,34
chr1,BMP8B,40204551,40204566,+,11,384,16
chr1,MYCL,40349166,40349179,-,8,384,14
chr1,CAP1,40505912,40505912,+,1,16,1
chr1,CAP1,40506314,40506454,+,75,13447,141
chr1,CAP1,40506118,40506118,-,1,14,1
chr1,PPT1,40535418,40535443,+,2,30,26
chr1,ZMPSTE24,40723588,40723622,-,4,58,35
chr1,EXO5,40974328,40974367,-,6,103,40
chr1,CTPS1,41445337,41445427,+,27,772,91
chr1,CTPS1,41445702,41445702,+,1,11,1
chr1,FOXJ3,42633780,42633780,-,1,26,1
chr1,C1orf50,43232657,43232710,-,14,255,54
chr1,TMEM269,43232920,43232937,+,2,23,18
chr1,TMEM269,43232657,43232710,-,14,255,54
chr1,ERMAP,43282792,43282798,+,4,71,7
chr1,ERMAP,43286073,43286073,+,1,10,1
chr1,ERMAP,43283007,43283068,-,9,117,62
chr1,EBNA1BP2,43616106,43616106,+,1,28,1
chr1,CFAP57,43637929,43637975,-,15,270,47
chr1,ELOVL1,43824613,43824675,+,23,1114,63
chr1,MED8,43833638,43833696,-,21,366,59
chr1,SZT2,43855551,43855551,+,1,10,1
chr1,SZT2,43855459,43855472,-,6,172,14
chr1,HYI,43903109,43903109,-,1,26,1
chr1,DPH2,44435659,44435682,+,2,25,24
chr1,ATP6V0B,44435659,44435682,+,2,25,24
chr1,B4GALT2,44435659,44435682,+,2,25,24
chr1,B4GALT2,44440602,44440639,+,7,279,38
chr1,CCDC24,44440602,44440639,+,7,279,38
chr1,KIF2C,45205508,45205536,+,4,109,29
chr1,KIF2C,45196842,45196842,-,1,74,1
chr1,BEST4,45241209,45241252,+,21,1129,44
chr1,BEST4,45246410,45246445,-,16,2178,36
chr1,PLK3,45246410,45246445,-,16,2178,36
chr1,PTCH2,45285667,45285670,-,3,87,4
chr1,HECTD3,45452256,45452267,-,2,25,12
chr1,ZSWIM5,45477926,45477930,+,3,58,5
chr1,PRDX1,45965991,45965991,+,1,12,1
chr1,TMEM69,46152194,46152199,-,2,25,6
chr1,TMEM69,46152742,46152774,-,5,68,33
chr1,TMEM69,46153733,46153733,-,1,17,1
chr1,IPP,46153847,46153874,+,12,273,28
chr1,IPP,46152194,46152199,-,2,25,6
chr1,IPP,46152742,46152774,-,5,68,33
chr1,IPP,46153733,46153733,-,1,17,1
chr1,UQCRH,46768857,46768859,-,2,46,3
chr1,UQCRH,46768949,46768949,-,1,36,1
chr1,UQCRH,46769021,46769021,-,1,10,1
chr1,NSUN4,46806461,46806479,+,2,22,19
chr1,MOB3C,47069923,47069937,-,4,46,15
chr1,TEX38,47134030,47134036,-,2,32,7
chr1,EFCAB14,47134030,47134036,-,2,32,7
chr1,CMPK1,47779736,47779738,-,2,28,3
chr1,CMPK1,47779819,47779819,-,1,25,1
chr1,DMRTA2,50865541,50865541,-,1,11,1
chr1,FAF1,50889115,50889116,-,2,38,2
chr1,CDKN2C,51434378,51434378,+,1,13,1
chr1,CDKN2C,51434448,51434508,+,10,263,61
chr1,CDKN2C,51434655,51434658,+,2,26,4
chr1,CDKN2C,51425787,51425827,-,8,153,41
chr1,BTF3L4,52520844,52520876,-,14,322,33
chr1,PRPF38A,52870078,52870095,-,8,93,18
chr1,TUT4,52870236,52870291,+,13,413,56
chr1,TUT4,52870078,52870095,-,8,93,18
chr1,ZYG11B,53192125,53192125,+,1,15,1
chr1,CZIB,53662496,53662523,+,4,60,28
chr1,MAGOH,53686305,53686305,-,1,12,1
chr1,LRP8,53704163,53704214,-,31,1043,52
chr1,YIPF1,54303955,54304009,-,10,262,55
chr1,YIPF1,54304167,54304167,-,1,10,1
chr1,LRRC42,54411247,54411283,-,7,152,37
chr1,LRRC42,54411349,54411372,-,2,33,24
chr1,TCEANC2,54518872,54518888,-,10,260,17
chr1,TCEANC2,54519085,54519094,-,3,43,10
chr1,FAM151A,55068589,55068589,-,1,20,1
chr1,PATJ,62190805,62190813,-,4,96,9
chr1,ATG4C,63249803,63249803,+,1,10,1
chr1,EFCAB7,63988865,63988865,-,1,11,1
chr1,DNAJC6,65770479,65770479,+,1,10,1
chr1,LEPROT,65886370,65886384,+,2,23,15
chr1,TCTEX1D1,67217926,67217966,+,4,48,41
chr1,MIER1,67390673,67390673,+,1,15,1
chr1,GADD45A,68150884,68150884,+,1,38,1
chr1,GNG12,68150884,68150884,+,1,38,1
chr1,SRSF11,70671407,70671407,+,1,12,1
chr1,SRSF11,70687063,70687063,+,1,16,1
chr1,SRSF11,70671243,70671243,-,1,10,1
chr1,HHLA3,70820405,70820405,-,1,11,1
chr1,TYW3,75198836,75198836,+,1,25,1
chr1,MSH4,76251941,76251942,+,2,54,2
chr1,MSH4,76253167,76253167,+,1,27,1
chr1,MIGA1,78225496,78225496,-,1,15,1
chr1,MIGA1,78225537,78225537,-,1,11,1
chr1,MIGA1,78240607,78240608,-,2,43,2
chr1,DNAJB4,78470238,78470238,-,1,36,1
chr1,ADGRL2,82267127,82267146,+,2,30,20
chr1,GNG5,84944942,84944960,+,8,127,19
chr1,SPATA1,84971810,84971889,-,30,800,80
chr1,BCL10,85725335,85725340,-,4,62,6
chr1,HS2ST1,87379796,87379819,-,10,266,24
chr1,LMO4,87794162,87794165,+,2,27,4
chr1,LMO4,87794563,87794565,+,2,32,3
chr1,PKN2,89149954,89149956,+,2,21,3
chr1,GBP3,89458312,89458312,-,1,17,1
chr1,ZNF326,90460669,90460669,+,1,11,1
chr1,CDC7,91966408,91966437,+,3,60,30
chr1,BTBD8,92540982,92540982,-,1,13,1
chr1,RPAP2,92764544,92764544,-,1,31,1
chr1,DIPK1A,93297568,93297638,+,49,9678,71
chr1,MTF2,93544837,93544840,+,2,46,4
chr1,CCDC18,93645946,93645977,-,4,68,32
chr1,DR1,93811347,93811347,-,1,13,1
chr1,GCLM,94344730,94344762,-,8,149,33
chr1,SLC35A3,100435552,100435569,+,2,27,18
chr1,TRMT13,100598486,100598486,-,1,16,1
chr1,LRRC39,100598719,100598719,+,1,14,1
chr1,LRRC39,100598486,100598486,-,1,16,1
chr1,OLFM3,102252846,102252854,-,6,299,9
chr1,VAV3,108113113,108113122,-,4,52,10
chr1,FAM102B,109102722,109102722,+,1,31,1
chr1,FNDC7,109241972,109241973,+,2,34,2
chr1,GPSM2,109419607,109419607,+,1,19,1
chr1,TMEM167B,109618575,109618575,-,1,16,1
chr1,TMEM167B,109618622,109618625,-,2,42,4
chr1,C1orf194,109633397,109633397,+,1,10,1
chr1,C1orf194,109642804,109642854,+,27,1666,51
chr1,MYBPHL,109825767,109825767,-,1,21,1
chr1,GNAT2,110140467,110140467,+,1,19,1
chr1,AMPD2,110162459,110162459,+,1,13,1
chr1,GSTM2,110198726,110198726,+,1,11,1
chr1,EPS8L3,110282937,110282938,-,2,101,2
chr1,STRIP1,110577246,110577246,+,1,12,1
chr1,LAMTOR5,110926456,110926456,+,1,11,1
chr1,CEPT1,111682707,111682723,-,5,70,17
chr1,ATP5PB,111991877,111991878,-,2,39,2
chr1,C1orf162,112016582,112016606,+,7,152,25
chr1,TMIGD3,112016582,112016606,+,7,152,25
chr1,KCND3,112298523,112298525,+,2,48,3
chr1,MOV10,113199089,113199089,+,1,16,1
chr1,MOV10,113213001,113213007,+,7,380,7
chr1,PPM1J,113249748,113249749,-,2,52,2
chr1,TAFA3,113249748,113249749,-,2,52,2
chr1,RSBN1,114302108,114302108,-,1,23,1
chr1,BCL2L15,114414334,114414334,-,1,14,1
chr1,DENND2C,115124233,115124243,-,7,143,11
chr1,CSDE1,115259373,115259392,-,10,178,20
chr1,SIKE1,115300581,115300621,-,31,2008,41
chr1,VANGL1,116184591,116184591,+,1,15,1
chr1,ATP1A1,116915825,116915825,+,1,11,1
chr1,ATP1A1,116915865,116915867,+,3,161,3
chr1,ATP1A1,116915907,116915932,+,6,76,26
chr1,IGSF3,117113616,117113648,-,2,30,33
chr1,FAM72B,120838308,120838308,-,1,16,1
chr1,PDE4DIP,144944672,144944676,+,5,435,5
chr1,NBPF10,145277418,145277418,+,1,15,1
chr1,TXNIP,145438487,145438496,+,10,1044,10
chr1,POLR3GL,145438487,145438496,+,10,1044,10
chr1,ANKRD34A,145470371,145470400,-,4,93,30
chr1,LIX1L,145470371,145470400,-,4,93,30
chr1,PEX11B,145507609,145507609,+,1,16,1
chr1,PEX11B,145516372,145516385,+,2,21,14
chr1,ITGA10,145507609,145507609,+,1,16,1
chr1,ITGA10,145516372,145516385,+,2,21,14
chr1,RNF115,145611018,145611018,+,1,19,1
chr1,RNF115,145610884,145610936,-,8,104,53
chr1,CHD1L,146714334,146714353,+,7,111,20
chr1,H3C13,149783914,149783935,-,18,7997,22
chr1,H4C14,149785243,149785251,-,9,773,9
chr1,H3C14,149804216,149804224,+,9,1367,9
chr1,H2AC18,149804216,149804224,+,9,1367,9
chr1,H2AC18,149812766,149812786,-,17,2376,21
chr1,H2AC19,149804216,149804224,+,9,1367,9
chr1,H2AC19,149814551,149814551,+,1,13,1
chr1,H2AC19,149812766,149812786,-,17,2376,21
chr1,H2AC19,149814310,149814326,-,16,6750,17
chr1,H2AC19,149822395,149822395,-,1,12,1
chr1,H3C15,149804216,149804224,+,9,1367,9
chr1,H3C15,149814551,149814551,+,1,13,1
chr1,H3C15,149822621,149822636,+,14,6969,16
chr1,H3C15,149824163,149824180,+,16,3217,18
chr1,H3C15,149812766,149812786,-,17,2376,21
chr1,H3C15,149814310,149814326,-,16,6750,17
chr1,H3C15,149822395,149822395,-,1,12,1
chr1,H4C15,149814551,149814551,+,1,13,1
chr1,H4C15,149822621,149822636,+,14,6969,16
chr1,H4C15,149824163,149824180,+,16,3217,18
chr1,H4C15,149812766,149812786,-,17,2376,21
chr1,H4C15,149814310,149814326,-,16,6750,17
chr1,H4C15,149822395,149822395,-,1,12,1
chr1,H2AC20,149858464,149858483,+,14,2657,20
chr1,H2AC20,149858198,149858240,-,22,7162,43
chr1,H2AC21,149858464,149858483,+,14,2657,20
chr1,H2AC21,149858198,149858240,-,22,7162,43
chr1,BOLA1,149858464,149858483,+,14,2657,20
chr1,BOLA1,149858198,149858240,-,22,7162,43
chr1,BOLA1,149859469,149859469,-,1,11,1
chr1,BOLA1,149859511,149859518,-,8,2071,8
chr1,SV2A,149858464,149858483,+,14,2657,20
chr1,SV2A,149858198,149858240,-,22,7162,43
chr1,SV2A,149859469,149859469,-,1,11,1
chr1,SV2A,149859511,149859518,-,8,2071,8
chr1,MTMR11,149895827,149895827,-,1,12,1
chr1,MTMR11,149899659,149899701,-,20,526,43
chr1,OTUD7B,149895827,149895827,-,1,12,1
chr1,OTUD7B,149899659,149899701,-,20,526,43
chr1,C1orf54,150245185,150245198,+,5,79,14
chr1,C1orf54,150241354,150241414,-,6,80,61
chr1,CIART,150245185,150245198,+,5,79,14
chr1,CIART,150241354,150241414,-,6,80,61
chr1,ECM1,150480538,150480538,+,1,14,1
chr1,ADAMTSL4,150521884,150521884,+,1,12,1
chr1,GOLPH3L,150602052,150602088,-,19,548,37
chr1,HORMAD1,150669625,150669633,-,4,95,9
chr1,ANXA9,150947166,150947166,-,1,13,1
chr1,ANXA9,150947288,150947322,-,4,59,35
chr1,MLLT11,151023868,151023868,-,1,28,1
chr1,MLLT11,151032046,151032103,-,12,240,58
chr1,GABPB2,151023868,151023868,-,1,28,1
chr1,GABPB2,151032046,151032103,-,12,240,58
chr1,LYSMD1,151129109,151129153,+,10,294,45
chr1,SCNM1,151129109,151129153,+,10,294,45
chr1,TMOD4,151129109,151129153,+,10,294,45
chr1,TMOD4,151138620,151138621,+,2,71,2
chr1,VPS72,151129109,151129153,+,10,294,45
chr1,VPS72,151138620,151138621,+,2,71,2
chr1,PIP5K1A,151162641,151162673,-,4,72,33
chr1,ZNF687,151254775,151254775,+,1,14,1
chr1,PI4KB,151254775,151254775,+,1,14,1
chr1,RFX5,151299892,151299904,-,2,20,13
chr1,RFX5,151300145,151300145,-,1,22,1
chr1,SELENBP1,151319724,151319730,-,5,64,7
chr1,POGZ,151372034,151372051,+,8,280,18
chr1,SNX27,151584526,151584526,+,1,20,1
chr1,OAZ3,151735959,151735979,-,10,319,21
chr1,TDRKH,151735959,151735979,-,10,319,21
chr1,CRNN,152371954,152371960,+,7,138,7
chr1,S100A12,153330328,153330331,+,4,117,4
chr1,S100A5,153508467,153508488,-,2,61,22
chr1,S100A4,153508467,153508488,-,2,61,22
chr1,S100A3,153508467,153508488,-,2,61,22
chr1,S100A3,153518275,153518285,-,9,904,11
chr1,S100A2,153518275,153518285,-,9,904,11
chr1,ILF2,153631181,153631181,+,1,19,1
chr1,NPR1,153631181,153631181,+,1,19,1
chr1,NPR1,153643417,153643470,-,19,792,54
chr1,DENND4B,153895436,153895448,-,2,22,13
chr1,CRTC2,153909040,153909040,+,1,23,1
chr1,CREB3L4,153936013,153936025,-,2,31,13
chr1,JTB,153936013,153936025,-,2,31,13
chr1,RAB13,153936013,153936025,-,2,31,13
chr1,RAB13,153950122,153950179,-,15,434,58
chr1,RPS27,153950122,153950179,-,15,434,58
chr1,RPS27,153958815,153958853,-,2,53,39
chr1,NUP210L,153963229,153963245,+,17,5932,17
chr1,NUP210L,153950122,153950179,-,15,434,58
chr1,NUP210L,153958815,153958853,-,2,53,39
chr1,C1orf189,154155630,154155703,-,38,2081,74
chr1,C1orf189,154164576,154164576,-,1,16,1
chr1,C1orf43,154164576,154164576,-,1,16,1
chr1,UBAP2L,154193028,154193114,-,28,685,87
chr1,ATP8B2,154298001,154298001,+,1,12,1
chr1,IL6R,154377819,154377819,+,1,13,1
chr1,CHRNB2,154531113,154531113,-,1,11,1
chr1,SHC1,154934254,154934254,-,1,13,1
chr1,CKS1B,154934254,154934254,-,1,13,1
chr1,CKS1B,154946848,154946854,-,6,121,7
chr1,FLAD1,154947130,154947161,+,8,218,32
chr1,FLAD1,154946848,154946854,-,6,121,7
chr1,LENEP,154947130,154947161,+,8,218,32
chr1,LENEP,154946848,154946854,-,6,121,7
chr1,EFNA4,155023772,155023820,+,5,66,49
chr1,SLC50A1,155108328,155108328,+,1,15,1
chr1,DPM3,155108328,155108328,+,1,15,1
chr1,TRIM46,155145724,155145790,-,28,576,67
chr1,MUC1,155145724,155145790,-,28,576,67
chr1,MUC1,155151398,155151398,-,1,28,1
chr1,THBS3,155145724,155145790,-,28,576,67
chr1,THBS3,155151398,155151398,-,1,28,1
chr1,FAM189B,155211033,155211057,-,7,168,25
chr1,FAM189B,155214418,155214450,-,2,48,33
chr1,SCAMP3,155211033,155211057,-,7,168,25
chr1,SCAMP3,155214418,155214450,-,2,48,33
chr1,SCAMP3,155225248,155225274,-,7,103,27
chr1,CLK2,155214418,155214450,-,2,48,33
chr1,CLK2,155225248,155225274,-,7,103,27
chr1,CLK2,155232037,155232069,-,5,117,33
chr1,CLK2,155232150,155232151,-,2,52,2
chr1,HCN3,155232037,155232069,-,5,117,33
chr1,HCN3,155232150,155232151,-,2,52,2
chr1,HCN3,155243293,155243295,-,2,25,3
chr1,PKLR,155243293,155243295,-,2,25,3
chr1,RUSC1,155278631,155278664,+,5,98,34
chr1,RUSC1,155278705,155278739,+,5,74,35
chr1,ASH1L,155294298,155294310,+,2,27,13
chr1,DAP3,155658871,155658884,+,7,275,14
chr1,DAP3,155658478,155658478,-,1,13,1
chr1,GON4L,155715589,155715612,+,3,39,24
chr1,SYT11,155827002,155827005,-,2,30,4
chr1,RXFP4,155904196,155904198,-,2,25,3
chr1,ARHGEF2,155904196,155904198,-,2,25,3
chr1,UBQLN4,155989971,155989972,-,2,27,2
chr1,UBQLN4,155990700,155990742,-,28,1051,43
chr1,RAB25,156024573,156024643,+,15,251,71
chr1,MEX3A,156024573,156024643,+,15,251,71
chr1,LMNA,156084501,156084505,+,4,235,5
chr1,SEMA4A,156124331,156124339,+,2,27,9
chr1,PMF1,156163895,156163908,+,2,31,14
chr1,PMF1-BGLAP,156163895,156163908,+,2,31,14
chr1,TMEM79,156252597,156252621,-,9,145,25
chr1,GLMP,156252597,156252621,-,9,145,25
chr1,VHLL,156252597,156252621,-,9,145,25
chr1,VHLL,156265461,156265472,-,9,182,12
chr1,CCT3,156265461,156265472,-,9,182,12
chr1,TSACC,156307998,156308102,-,46,1279,105
chr1,TTC24,156542342,156542348,-,2,25,7
chr1,NAXE,156542342,156542348,-,2,25,7
chr1,GPATCH4,156561567,156561583,+,4,79,17
chr1,HAPLN2,156571261,156571274,-,7,128,14
chr1,NES,156631231,156631232,-,2,35,2
chr1,RRNAD1,156698198,156698239,-,5,70,42
chr1,MRPL24,156698302,156698302,+,1,11,1
chr1,MRPL24,156698198,156698239,-,5,70,42
chr1,HDGF,156698302,156698302,+,1,11,1
chr1,HDGF,156698198,156698239,-,5,70,42
chr1,HDGF,156710876,156710923,-,5,73,48
chr1,PRCC,156721395,156721480,-,25,1021,86
chr1,CD1D,158150685,158150685,+,1,13,1
chr1,IGSF9,159895267,159895333,-,34,2231,67
chr1,DCAF8,160175174,160175189,+,2,27,16
chr1,PEX19,160232241,160232277,-,2,28,37
chr1,PEX19,160237094,160237094,-,1,10,1
chr1,COPA,160254919,160254931,-,5,91,13
chr1,NCSTN,160313037,160313067,-,6,111,31
chr1,TSTD1,160990933,160990933,-,1,10,1
chr1,USF1,160990933,160990933,-,1,10,1
chr1,ARHGAP30,161015765,161015773,-,4,54,9
chr1,NIT1,161087827,161087845,-,9,203,19
chr1,DEDD,161087895,161087919,+,2,21,25
chr1,DEDD,161087827,161087845,-,9,203,19
chr1,UFC1,161123544,161123551,+,5,73,8
chr1,USP21,161123544,161123551,+,5,73,8
chr1,USP21,161123763,161123787,+,23,850,25
chr1,USP21,161129290,161129290,+,1,14,1
chr1,PPOX,161123544,161123551,+,5,73,8
chr1,PPOX,161123763,161123787,+,23,850,25
chr1,PPOX,161129290,161129290,+,1,14,1
chr1,B4GALT3,161123544,161123551,+,5,73,8
chr1,B4GALT3,161123763,161123787,+,23,850,25
chr1,B4GALT3,161129290,161129290,+,1,14,1
chr1,ADAMTS4,161147284,161147317,-,9,158,34
chr1,FCER1G,161172150,161172171,+,13,467,22
chr1,APOA2,161172150,161172171,+,13,467,22
chr1,APOA2,161185036,161185092,+,48,1824,57
chr1,TOMM40L,161185036,161185092,+,48,1824,57
chr1,TOMM40L,161195850,161195850,+,1,13,1
chr1,NR1I3,161185036,161185092,+,48,1824,57
chr1,NR1I3,161195850,161195850,+,1,13,1
chr1,HSPA6,161475205,161475249,+,13,351,45
chr1,DUSP12,161719576,161719576,+,1,13,1
chr1,ATF6,161719576,161719576,+,1,13,1
chr1,UAP1,162531321,162531321,+,1,10,1
chr1,UCK2,165796795,165796795,+,1,10,1
chr1,TADA1,166808712,166808714,+,2,26,3
chr1,POU2F1,167298307,167298307,+,1,11,1
chr1,DCAF6,167905233,167905269,-,3,46,37
chr1,C1orf105,172413209,172413209,-,1,16,1
chr1,DARS2,173793785,173793811,+,4,62,27
chr1,ZBTB37,173837518,173837518,+,1,13,1
chr1,ZBTB37,173837121,173837131,-,6,261,11
chr1,MRPS14,174969081,174969223,+,32,515,143
chr1,SEC16B,177899508,177899508,+,1,12,1
chr1,TOR3A,179051205,179051205,+,1,15,1
chr1,TOR1AIP1,179846911,179846941,-,4,141,31
chr1,IER5,181057836,181057836,+,1,17,1
chr1,TEDDM1,182360476,182360476,-,1,13,1
chr1,TEDDM1,182360923,182360928,-,5,206,6
chr1,RGS16,182558388,182558388,-,1,13,1
chr1,APOBEC4,183604807,183604918,-,50,1399,112
chr1,SWT1,185126085,185126085,-,1,12,1
chr1,ODR4,186344360,186344394,-,9,193,35
chr1,RO60,193028765,193028780,+,3,34,16
chr1,RO60,193028462,193028513,-,14,279,52
chr1,GLRX2,193057324,193057325,+,2,38,2
chr1,CDC73,193074510,193074560,-,5,80,51
chr1,ZBTB41,197115775,197115799,-,3,68,25
chr1,DDX59,200609441,200609463,+,22,569,23
chr1,DDX59,200609473,200609514,-,35,693,42
chr1,RNPEP,201951756,201951787,+,7,216,32
chr1,PTPN7,202113846,202113865,-,2,30,20
chr1,ADIPOR1,202896362,202896362,-,1,10,1
chr1,CYB5R1,202927408,202927440,-,4,108,33
chr1,TMEM183A,202976502,202976523,+,7,118,22
chr1,PPFIA4,202976502,202976523,+,7,118,22
chr1,CHI3L1,203144953,203144954,-,2,93,2
chr1,ATP2B4,203595921,203595960,+,3,54,40
chr1,ZBED6,203764759,203764763,+,4,59,5
chr1,SNRPE,203830709,203830775,+,24,1063,67
chr1,PIK3C2B,204380938,204380947,-,6,172,10
chr1,RAB29,205719147,205719148,-,2,20,2
chr1,RAB29,205719301,205719348,-,13,397,48
chr1,FAM72A,206137442,206137442,-,1,12,1
chr1,FAM72A,206137767,206137789,-,7,97,23
chr1,IKBKE,206643819,206643819,+,1,11,1
chr1,TRAF3IP3,209941900,209941900,+,1,13,1
chr1,C1orf74,209941900,209941900,+,1,13,1
chr1,IRF6,209941900,209941900,+,1,13,1
chr1,RCOR3,211432711,211432711,+,1,12,1
chr1,DTL,212208884,212208887,-,3,38,4
chr1,NENF,212588228,212588228,-,1,11,1
chr1,TATDN3,212965118,212965135,-,4,72,18
chr1,SPATA17,217804409,217804414,-,2,31,6
chr1,LYPLAL1,219347211,219347226,+,5,82,16
chr1,ZC3H11B,219776808,219776814,+,4,290,7
chr1,BPNT1,220219781,220219852,-,29,550,72
chr1,IARS2,220263130,220263130,-,1,13,1
