chrom,ID,start,end,strand,nTSS,nTags,tsrwidth
chr1,SDHB,17338423,17338423,-,1,27,1
chr1,PADI2,17380517,17380552,-,27,1681,36
chr1,PADI2,17380606,17380639,-,5,122,34
chr1,IFFO2,19229049,19229074,-,3,38,26
chr1,EMC1,19536889,19536889,+,1,11,1
chr1,EMC1,19537009,19537013,+,2,33,5
chr1,EMC1,19536749,19536821,-,23,930,73
chr1,MRTO4,19578012,19578031,-,11,237,20
chr1,AKR7A3,19601059,19601059,+,1,12,1
chr1,SLC66A1,19638595,19638638,-,10,208,44
chr1,RNF186,20126373,20126373,-,1,12,1
chr1,KIF17,20987858,20987901,-,31,1229,44
chr1,KIF17,20987943,20987996,-,5,72,54
chr1,SH2D5,21045944,21045944,-,1,12,1
chr1,HNRNPR,23613933,23613933,-,1,11,1
chr1,ZNF436,23670743,23670855,-,47,1968,113
chr1,MDS2,23946049,23946049,+,1,41,1
chr1,ELOA,24064209,24064209,+,1,20,1
chr1,PITHD1,24096962,24096962,-,1,13,1
chr1,PITHD1,24104780,24104780,-,1,16,1
chr1,LYPLA2,24104873,24104912,+,13,378,40
chr1,LYPLA2,24104780,24104780,-,1,16,1
chr1,GALE,24104873,24104912,+,13,378,40
chr1,GALE,24117655,24117676,+,6,100,22
chr1,GALE,24104780,24104780,-,1,16,1
chr1,HMGCL,24117655,24117676,+,6,100,22
chr1,HMGCL,24127242,24127246,-,4,96,5
chr1,FUCA1,24151918,24151929,-,5,92,12
chr1,CNR2,24194780,24194787,-,3,56,8
chr1,PNRC2,24285777,24285777,+,1,10,1
chr1,SRSF10,24285777,24285777,+,1,10,1
chr1,SRSF10,24286295,24286321,+,15,958,27
chr1,GRHL3,24648489,24648489,-,1,11,1
chr1,NIPAL3,24742292,24742292,+,1,12,1
chr1,SRRM1,24969757,24969803,+,31,1643,47
chr1,RSRP1,25558655,25558677,-,2,22,23
chr1,RSRP1,25558964,25559006,-,32,1424,43
chr1,RHD,25594493,25594493,+,1,11,1
chr1,RHD,25594354,25594354,-,1,11,1
chr1,TMEM50A,25664683,25664683,-,1,11,1
chr1,LDLRAP1,25870097,25870097,+,1,13,1
chr1,MTFR1L,26146469,26146469,+,1,11,1
chr1,AUNIP,26146469,26146469,+,1,11,1
chr1,PAQR7,26185877,26185948,-,6,68,72
chr1,CNKSR1,26496389,26496449,+,28,1046,61
chr1,UBXN11,26606527,26606629,+,63,4598,103
chr1,UBXN11,26607372,26607383,+,3,33,12
chr1,UBXN11,26607550,26607550,+,1,17,1
chr1,CD52,26633126,26633139,-,5,94,14
chr1,CRYBG2,26644392,26644465,+,46,4207,74
chr1,CRYBG2,26633126,26633139,-,5,94,14
chr1,HMGN2,26781715,26781717,-,3,239,3
chr1,RPS6KA1,26856244,26856260,+,5,94,17
chr1,ARID1A,27022101,27022101,+,1,12,1
chr1,ARID1A,27022205,27022205,+,1,12,1
chr1,PIGV,27101093,27101095,+,2,30,3
chr1,PIGV,27106941,27106941,+,1,11,1
chr1,GPATCH3,27216747,27216802,-,12,326,56
chr1,NR0B2,27226948,27226948,-,1,16,1
chr1,TRNP1,27306569,27306572,+,3,94,4
chr1,TRNP1,27310042,27310042,+,1,11,1
chr1,SYTL1,27648721,27648784,+,6,87,64
chr1,SYTL1,27651937,27651940,+,4,209,4
chr1,MAP3K6,27668513,27668514,+,2,29,2
chr1,FGR,27930653,27930668,-,5,119,16
chr1,STX12,28087476,28087476,+,1,10,1
chr1,RPA2,28199050,28199066,+,15,813,17
chr1,SMPDL3B,28242638,28242655,-,5,83,18
chr1,ATP5IF1,28559177,28559178,-,2,23,2
chr1,ATP5IF1,28559512,28559549,-,33,975,38
chr1,RCC1,28832543,28832566,+,23,9831,24
chr1,RCC1,28832724,28832731,+,8,355,8
chr1,RCC1,28833050,28833083,+,2,30,34
chr1,RCC1,28833879,28833879,+,1,17,1
chr1,RCC1,28834134,28834134,+,1,10,1
chr1,RCC1,28835072,28835072,+,1,13,1
chr1,RCC1,28838193,28838193,+,1,41,1
chr1,RCC1,28838510,28838510,+,1,20,1
chr1,RAB42,28908567,28908567,+,1,11,1
chr1,RAB42,28907562,28907562,-,1,21,1
chr1,RAB42,28908377,28908394,-,14,1582,18
chr1,GMEB1,28975343,28975346,+,4,56,4
chr1,EPB41,29241081,29241081,+,1,11,1
chr1,MECR,29508333,29508437,-,42,937,105
chr1,PTPRU,29562962,29562962,+,1,23,1
chr1,PTPRU,29557408,29557457,-,10,174,50
chr1,ZCCHC17,31762047,31762047,-,1,14,1
chr1,ZCCHC17,31769601,31769662,-,35,1048,62
chr1,FABP3,31821714,31821714,+,1,12,1
chr1,HCRTR1,32073028,32073028,-,1,10,1
chr1,COL16A1,32110468,32110497,-,15,740,30
chr1,ADGRB2,32173425,32173425,-,1,14,1
chr1,TMEM39B,32527557,32527557,+,1,13,1
chr1,TXLNA,32638117,32638117,+,1,10,1
chr1,CCDC28B,32661610,32661612,+,3,173,3
chr1,IQCC,32661610,32661612,+,3,173,3
chr1,IQCC,32666194,32666258,+,28,671,65
chr1,IQCC,32667255,32667342,+,15,270,88
chr1,DCDC2B,32661610,32661612,+,3,173,3
chr1,DCDC2B,32666194,32666258,+,28,671,65
chr1,DCDC2B,32667255,32667342,+,15,270,88
chr1,TMEM234,32666194,32666258,+,28,671,65
chr1,TMEM234,32667255,32667342,+,15,270,88
chr1,EIF3I,32667255,32667342,+,15,270,88
chr1,FAM229A,32812240,32812240,-,1,10,1
chr1,TSSK3,32812240,32812240,-,1,10,1
chr1,BSDC1,32812240,32812240,-,1,10,1
chr1,RBBP4,33116768,33116881,+,57,2084,114
chr1,RBBP4,33116134,33116159,-,22,1006,26
chr1,SYNC,33127509,33127509,+,1,19,1
chr1,SYNC,33144210,33144210,+,1,16,1
chr1,S100PBP,33283156,33283181,+,4,53,26
chr1,S100PBP,33283253,33283254,+,2,69,2
chr1,S100PBP,33282896,33283018,-,48,1611,123
chr1,ZNF362,33722093,33722146,+,3,51,54
chr1,GJB3,35247480,35247480,+,1,11,1
chr1,GJA4,35247480,35247480,+,1,11,1
chr1,GJA4,35257175,35257175,+,1,12,1
chr1,DLGAP3,35325338,35325382,-,8,138,45
chr1,ZMYM6,35450906,35450940,-,5,84,35
chr1,ZMYM4,35734310,35734310,+,1,22,1
chr1,NCDN,36004135,36004135,-,1,13,1
chr1,NCDN,36022988,36023007,-,10,256,20
chr1,TFAP2E,36023401,36023421,+,2,27,21
chr1,TFAP2E,36022988,36023007,-,10,256,20
chr1,CLSPN,36184485,36184485,-,1,27,1
chr1,COL8A2,36554489,36554502,+,6,113,14
chr1,TRAPPC3,36600996,36600996,+,1,20,1
chr1,MAP7D1,36615071,36615097,-,13,349,27
chr1,SH3D21,36761594,36761594,+,1,27,1
chr1,SH3D21,36770071,36770076,+,6,219,6
chr1,EVA1B,36770071,36770076,+,6,219,6
chr1,EVA1B,36772708,36772718,+,5,102,11
chr1,LSM10,36851498,36851528,-,18,347,31
chr1,OSCP1,36886971,36886971,-,1,11,1
chr1,CSF3R,36929886,36929994,-,35,1037,109
chr1,MEAF6,37940179,37940184,+,6,267,6
chr1,SNIP1,37980350,37980378,-,26,870,29
chr1,SNIP1,37983067,37983069,-,2,48,3
chr1,DNALI1,38021814,38021820,+,4,186,7
chr1,DNALI1,38019886,38019895,-,7,221,10
chr1,GNL2,38021814,38021820,+,4,186,7
chr1,GNL2,38019886,38019895,-,7,221,10
chr1,RSPO1,38061535,38061552,-,17,797,18
chr1,C1orf109,38143546,38143546,+,1,10,1
chr1,CDCA8,38143546,38143546,+,1,10,1
chr1,CDCA8,38156189,38156189,-,1,19,1
chr1,MTF1,38273848,38273880,-,6,147,33
chr1,INPP5B,38325264,38325266,-,2,54,3
chr1,SF3A3,38412699,38412725,-,5,72,27
chr1,FHL3,38455656,38455754,-,51,1518,99
chr1,UTP11,38471186,38471186,-,1,10,1
chr1,MYCBP,39325406,39325409,-,2,20,4
chr1,GJA9,39325406,39325409,-,2,20,4
chr1,GJA9,39339000,39339054,-,23,529,55
chr1,RHBDL2,39339000,39339054,-,23,529,55
chr1,BMP8B,40204550,40204566,+,12,341,17
chr1,MYCL,40349165,40349180,-,8,429,16
chr1,CAP1,40506399,40506448,+,41,2243,50
chr1,CTPS1,41445341,41445427,+,25,609,87
chr1,SCMH1,41483333,41483333,-,1,11,1
chr1,FOXJ3,42633780,42633780,-,1,59,1
chr1,C1orf50,43232699,43232710,-,3,59,12
chr1,TMEM269,43232920,43232935,+,2,25,16
chr1,TMEM269,43232699,43232710,-,3,59,12
chr1,ERMAP,43282793,43282793,+,1,11,1
chr1,ERMAP,43283007,43283007,-,1,14,1
chr1,ERMAP,43283066,43283066,-,1,10,1
chr1,ZNF691,43312093,43312093,-,1,13,1
chr1,EBNA1BP2,43616106,43616106,+,1,28,1
chr1,CFAP57,43637921,43637994,-,58,1732,74
chr1,TIE1,43760442,43760442,-,1,12,1
chr1,CDC20,43824346,43824346,-,1,14,1
chr1,ELOVL1,43824599,43824675,+,28,769,77
chr1,ELOVL1,43824346,43824346,-,1,14,1
chr1,MED8,43833883,43833883,+,1,10,1
chr1,MED8,43833636,43833698,-,21,419,63
chr1,SZT2,43855450,43855473,-,14,281,24
chr1,HYI,43903109,43903109,-,1,133,1
chr1,ST3GAL3,44173036,44173036,-,1,12,1
chr1,ATP6V0B,44435659,44435683,+,10,257,25
chr1,B4GALT2,44435659,44435683,+,10,257,25
chr1,B4GALT2,44440602,44440633,+,9,262,32
chr1,B4GALT2,44444880,44444898,+,6,114,19
chr1,CCDC24,44440602,44440633,+,9,262,32
chr1,CCDC24,44444880,44444898,+,6,114,19
chr1,CCDC24,44447000,44447000,+,1,13,1
chr1,CCDC24,44447028,44447036,-,5,58,9
chr1,SLC6A9,44444880,44444898,+,6,114,19
chr1,SLC6A9,44447000,44447000,+,1,13,1
chr1,SLC6A9,44447028,44447036,-,5,58,9
chr1,KLF18,44595330,44595330,+,1,10,1
chr1,KLF18,44588199,44588200,-,2,43,2
chr1,KLF18,44588262,44588262,-,1,24,1
chr1,DMAP1,44679142,44679143,+,2,28,2
chr1,ERI3,44679142,44679143,+,2,28,2
chr1,KIF2C,45205505,45205583,+,23,664,79
chr1,KIF2C,45196842,45196843,-,2,232,2
chr1,RPS8,45238312,45238318,+,7,194,7
chr1,BEST4,45238312,45238318,+,7,194,7
chr1,BEST4,45241209,45241254,+,36,2390,46
chr1,BEST4,45241707,45241719,+,3,40,13
chr1,BEST4,45242386,45242386,+,1,12,1
chr1,BEST4,45246410,45246451,-,21,7883,42
chr1,PLK3,45266046,45266049,+,4,117,4
chr1,PLK3,45246410,45246451,-,21,7883,42
chr1,TCTEX1D4,45266046,45266049,+,4,117,4
chr1,TCTEX1D4,45271240,45271240,+,1,10,1
chr1,BTBD19,45266046,45266049,+,4,117,4
chr1,BTBD19,45271240,45271240,+,1,10,1
chr1,PTCH2,45271240,45271240,+,1,10,1
chr1,PTCH2,45285663,45285676,-,14,3500,14
chr1,HECTD3,45452254,45452282,-,8,186,29
chr1,HECTD3,45457927,45457927,-,1,18,1
chr1,UROD,45457927,45457927,-,1,18,1
chr1,UROD,45476977,45477000,-,3,49,24
chr1,ZSWIM5,45477917,45477930,+,8,140,14
chr1,ZSWIM5,45476977,45477000,-,3,49,24
chr1,MUTYH,45792567,45792569,+,3,52,3
chr1,TOE1,45792567,45792569,+,3,52,3
chr1,TOE1,45805636,45805642,-,3,62,7
chr1,TESK2,45792567,45792569,+,3,52,3
chr1,TESK2,45805842,45805843,+,2,27,2
chr1,TESK2,45805636,45805642,-,3,62,7
chr1,CCDC163,45956830,45956835,-,3,65,6
chr1,MMACHC,45956830,45956835,-,3,65,6
chr1,PRDX1,45965972,45965995,+,6,120,24
chr1,PRDX1,45956830,45956835,-,3,65,6
chr1,CCDC17,46067447,46067447,+,1,10,1
chr1,CCDC17,46067991,46067991,+,1,16,1
chr1,CCDC17,46072213,46072213,-,1,17,1
chr1,TMEM69,46153023,46153025,+,2,33,3
chr1,TMEM69,46152192,46152235,-,14,317,44
chr1,TMEM69,46152741,46152811,-,13,192,71
chr1,TMEM69,46153733,46153782,-,3,48,50
chr1,IPP,46153023,46153025,+,2,33,3
chr1,IPP,46153835,46153875,+,27,1182,41
chr1,IPP,46152192,46152235,-,14,317,44
chr1,IPP,46152741,46152811,-,13,192,71
chr1,IPP,46153733,46153782,-,3,48,50
chr1,PIK3R3,46495883,46495883,+,1,11,1
chr1,LOC110117498-PIK3R3,46495883,46495883,+,1,11,1
chr1,LURAP1,46664098,46664111,-,4,70,14
chr1,UQCRH,46768857,46768874,-,5,120,18
chr1,UQCRH,46768935,46768950,-,5,153,16
chr1,UQCRH,46769005,46769021,-,2,20,17
chr1,NSUN4,46806389,46806415,+,3,44,27
chr1,NSUN4,46806461,46806491,+,9,180,31
chr1,NSUN4,46797589,46797605,-,2,34,17
chr1,NSUN4,46797846,46797849,-,4,141,4
chr1,NSUN4,46797984,46797984,-,1,10,1
chr1,MOB3C,47069921,47069928,-,5,91,8
chr1,ATPAF1,47082505,47082505,-,1,11,1
chr1,TEX38,47134009,47134037,-,9,155,29
chr1,EFCAB14,47134009,47134037,-,9,155,29
chr1,PDZK1IP1,47648718,47648721,-,3,45,4
chr1,CMPK1,47779769,47779819,-,5,143,51
chr1,FOXD2,47901221,47901221,-,1,34,1
chr1,DMRTA2,50865541,50865543,-,3,42,3
chr1,CDKN2C,51425790,51425852,-,6,69,63
chr1,BTF3L4,52520841,52520898,-,19,396,58
chr1,CC2D1B,52800799,52800805,+,7,548,7
chr1,PRPF38A,52870072,52870141,-,15,270,70
chr1,TUT4,52870233,52870289,+,26,1066,57
chr1,TUT4,52870072,52870141,-,15,270,70
chr1,ECHDC2,53345761,53345761,+,1,10,1
chr1,PODN,53513735,53513736,+,2,32,2
chr1,CZIB,53662472,53662523,+,11,180,52
chr1,MAGOH,53686276,53686311,-,9,146,36
chr1,LRP8,53704158,53704218,-,50,2918,61
chr1,YIPF1,54303955,54303990,-,14,597,36
chr1,YIPF1,54304167,54304167,-,1,13,1
chr1,DIO1,54355461,54355475,-,5,78,15
chr1,LRRC42,54395672,54395672,-,1,11,1
chr1,LRRC42,54411247,54411285,-,13,304,39
chr1,LRRC42,54411347,54411372,-,4,75,26
chr1,TCEANC2,54518872,54518898,-,13,372,27
chr1,TCEANC2,54519085,54519094,-,2,32,10
chr1,MRPL37,54665694,54665694,-,1,10,1
chr1,FAM151A,55068589,55068589,-,1,73,1
chr1,PLPP3,56943164,56943164,+,1,10,1
chr1,C8A,57310402,57310402,+,1,15,1
chr1,PATJ,62208152,62208152,+,1,17,1
chr1,PATJ,62190799,62190816,-,11,294,18
chr1,FOXD3,63771732,63771732,+,1,16,1
chr1,FOXD3,63783529,63783529,-,1,29,1
chr1,EFCAB7,63989070,63989070,+,1,11,1
chr1,EFCAB7,63988852,63988903,-,19,425,52
chr1,UBE2U,64651981,64651981,-,1,11,1
chr1,AK4,65613858,65613886,+,5,108,29
chr1,AK4,65614677,65614677,+,1,55,1
chr1,DNAJC6,65770479,65770481,+,2,33,3
chr1,LEPROT,65886370,65886384,+,3,55,15
chr1,MIER1,67390672,67390691,+,7,146,20
chr1,MIER1,67391016,67391016,+,1,13,1
chr1,SLC35D1,67451522,67451522,+,1,11,1
chr1,GNG12,68150860,68150924,+,21,760,65
chr1,WLS,68573225,68573225,+,1,15,1
chr1,SRSF11,70671353,70671422,+,25,651,70
chr1,SRSF11,70675464,70675464,+,1,19,1
chr1,SRSF11,70671232,70671275,-,21,493,44
chr1,ANKRD13C,70710393,70710393,+,1,17,1
chr1,ANKRD13C,70710440,70710444,+,5,78,5
chr1,ANKRD13C,70715666,70715666,+,1,16,1
chr1,ANKRD13C,70723258,70723260,-,2,40,3
chr1,HHLA3,70820396,70820415,-,9,244,20
chr1,TYW3,75198166,75198166,+,1,13,1
chr1,TYW3,75198687,75198761,-,43,1698,75
chr1,MSH4,76251933,76251953,+,18,1302,21
chr1,MSH4,76252365,76252375,+,7,366,11
chr1,MSH4,76253163,76253171,+,6,324,9
chr1,MSH4,76260897,76260897,+,1,11,1
chr1,ST6GALNAC5,77319457,77319457,+,1,10,1
chr1,MIGA1,78245321,78245346,+,7,105,26
chr1,MIGA1,78225496,78225537,-,5,97,42
chr1,MIGA1,78239436,78239444,-,6,146,9
chr1,MIGA1,78240604,78240617,-,9,389,14
chr1,FUBP1,78406662,78406662,+,1,19,1
chr1,DNAJB4,78470236,78470241,-,6,411,6
chr1,IFI44,79101669,79101670,+,2,49,2
chr1,IFI44,79107663,79107675,+,2,63,13
chr1,IFI44,79107752,79107752,+,1,19,1
chr1,IFI44,79108042,79108042,+,1,19,1
chr1,IFI44,79108232,79108232,+,1,16,1
chr1,IFI44,79109361,79109362,+,2,28,2
chr1,ADGRL4,79345627,79345627,+,1,51,1
chr1,ADGRL2,82266061,82266063,+,2,20,3
chr1,ADGRL2,82266640,82266640,+,1,10,1
chr1,ADGRL2,82267124,82267146,+,11,255,23
chr1,GNG5,84944932,84944960,+,20,704,29
chr1,GNG5,84955299,84955299,+,1,10,1
chr1,SPATA1,84955299,84955299,+,1,10,1
chr1,SPATA1,84971809,84971889,-,60,3224,81
chr1,SSX2IP,85097368,85097368,+,1,12,1
chr1,BCL10,85725325,85725355,-,13,282,31
chr1,CLCA1,86932654,86932656,+,2,21,3
chr1,CLCA4,87005554,87005554,-,1,10,1
chr1,HS2ST1,87379792,87379825,-,26,751,34
chr1,LMO4,87794161,87794165,+,4,94,5
chr1,LMO4,87794549,87794580,+,6,105,32
chr1,LMO4,87797427,87797427,+,1,13,1
chr1,GBP3,89458312,89458312,-,1,11,1
chr1,GBP3,89458440,89458485,-,8,151,46
chr1,GBP3,89458675,89458682,-,2,24,8
chr1,GBP7,89591797,89591797,-,1,12,1
chr1,LRRC8B,89989583,89989583,+,1,11,1
chr1,LRRC8D,90267690,90267692,+,2,46,3
chr1,CDC7,91966390,91966413,+,4,62,24
chr1,BTBD8,92540974,92540986,-,9,225,13
chr1,RPAP2,92764530,92764547,-,7,121,18
chr1,DIPK1A,93297544,93297638,+,69,26294,95
chr1,DIPK1A,93299106,93299106,+,1,11,1
chr1,DIPK1A,93300358,93300361,+,4,171,4
chr1,DIPK1A,93301785,93301785,+,1,11,1
chr1,DIPK1A,93306115,93306115,+,1,12,1
chr1,CCDC18,93645942,93646007,-,30,776,66
chr1,DR1,93811345,93811399,-,10,153,55
chr1,GCLM,94344341,94344344,-,3,50,4
chr1,GCLM,94344716,94344762,-,17,464,47
chr1,AGL,100315654,100315686,+,7,138,33
chr1,SLC35A3,100435552,100435580,+,13,243,29
chr1,MFSD14A,100503564,100503564,-,1,25,1
chr1,TRMT13,100598460,100598523,-,12,201,64
chr1,LRRC39,100598696,100598748,+,14,291,53
chr1,LRRC39,100598460,100598523,-,12,201,64
chr1,RTCA,100715385,100715391,-,3,84,7
chr1,CDC14A,100818028,100818062,+,2,22,35
chr1,SLC30A7,101360353,101360404,-,12,217,52
chr1,OLFM3,102252846,102252872,-,15,948,27
chr1,VAV3,108113112,108113137,-,25,1674,26
chr1,VAV3,108113346,108113405,-,6,77,60
chr1,VAV3,108113470,108113491,-,18,545,22
chr1,VAV3,108113545,108113624,-,61,1598,80
chr1,FAM102B,109102721,109102722,+,2,31,2
chr1,PRPF38B,109234821,109234821,-,1,17,1
chr1,FNDC7,109241856,109241856,+,1,11,1
chr1,FNDC7,109241970,109242002,+,7,272,33
chr1,FNDC7,109242043,109242043,+,1,36,1
chr1,AKNAD1,109340025,109340025,+,1,10,1
chr1,GPSM2,109419607,109419607,+,1,46,1
chr1,WDR47,109506042,109506123,-,11,182,82
chr1,TAF13,109586967,109586967,+,1,11,1
chr1,TMEM167B,109618589,109618630,-,14,291,42
chr1,C1orf194,109633381,109633413,+,13,256,33
chr1,C1orf194,109642804,109642855,+,31,2315,52
chr1,CELSR2,109787353,109787353,-,1,15,1
chr1,MYBPHL,109825766,109825767,-,2,21,2
chr1,PSMA5,109940540,109940540,-,1,16,1
chr1,ATXN7L2,110026579,110026581,+,2,27,3
