chrom,ID,start,end,strand,nTSS,nTags,tsrwidth
chr1,RAB42,28899007,28919007,+,2,50,2
chr1,MECR,29499169,29519169,-,1,10,1
chr1,PTPRU,29543034,29563034,+,1,11,1
chr1,PTPRU,29543034,29563034,+,1,11,1
chr1,ZCCHC17,31749829,31769829,+,4,43,25
chr1,SERINC2,31866660,31886660,+,5,85,44
chr1,HCRTR1,32063301,32083301,+,1,10,1
chr1,COL16A1,32097864,32117864,-,3,107,4
chr1,KPNA6,32553657,32573657,+,1,26,1
chr1,CCDC28B,32646196,32666196,+,1,73,1
chr1,IQCC,32651272,32671272,+,1,73,1
chr1,DCDC2B,32654695,32674695,+,1,73,1
chr1,RBBP4,33096959,33116959,+,3,34,6
chr1,RBBP4,33096959,33116959,+,4,80,16
chr1,S100PBP,33263254,33283254,+,1,10,1
chr1,S100PBP,33263254,33283254,+,6,127,42
chr1,ZNF362,33715294,33735294,+,1,14,1
chr1,ZNF362,33715294,33735294,+,1,13,1
chr1,GJA4,35238600,35258600,+,2,30,2
chr1,ZMYM6,35431766,35451766,-,2,26,26
chr1,NCDN,36003400,36023400,+,1,17,1
chr1,TFAP2E,36018915,36038915,+,1,11,1
chr1,TFAP2E,36018915,36038915,+,1,17,1
chr1,COL8A2,36540840,36560840,-,2,23,3
chr1,TRAPPC3,36582173,36602173,-,1,13,1
chr1,MAP7D1,36601761,36621761,+,4,79,19
chr1,SH3D21,36752708,36772708,+,4,65,4
chr1,EVA1B,36767631,36787631,-,4,65,4
chr1,STK40,36785229,36805229,-,20,355,47
chr1,LSM10,36839037,36859037,-,2,23,10
chr1,OSCP1,36873900,36893900,-,1,14,1
chr1,CSF3R,36911644,36931644,-,6,86,26
chr1,MEAF6,37935561,37955561,-,3,47,4
chr1,SNIP1,37980050,38000050,-,5,77,21
chr1,SNIP1,37980050,38000050,-,1,12,1
chr1,DNALI1,38002541,38022541,+,2,50,2
chr1,DNALI1,38002541,38022541,+,1,18,1
chr1,GNL2,38012417,38032417,-,2,50,2
chr1,GNL2,38012417,38032417,-,1,18,1
chr1,RSPO1,38056951,38076951,-,2,50,3
chr1,MTF1,38255246,38275246,-,1,10,1
chr1,MTF1,38255246,38275246,-,2,22,18
chr1,MTF1,38255246,38275246,-,10,129,41
chr1,INPP5B,38306369,38326369,-,1,10,1
chr1,FHL3,38442442,38462442,-,2,24,31
chr1,UTP11,38458406,38478406,+,6,212,27
chr1,GJA9,39319741,39339741,-,1,13,1
chr1,RHBDL2,39331479,39351479,-,1,13,1
chr1,BMP8B,40202854,40222854,-,2,24,11
chr1,MYCL,40345284,40365284,-,1,16,1
chr1,CAP1,40486523,40506523,+,18,374,48
chr1,RLF,40607059,40627059,+,1,10,1
chr1,ZMPSTE24,40703908,40723908,+,1,14,1
chr1,FOXJ3,42622219,42642219,-,1,20,1
chr1,C1orf50,43212920,43232920,+,1,11,1
chr1,C1orf50,43212920,43232920,+,16,385,54
chr1,TMEM269,43230703,43250703,+,16,385,54
chr1,CFAP57,43618001,43638001,+,5,84,21
chr1,ELOVL1,43809072,43829072,-,2,33,2
chr1,MED8,43829588,43849588,-,10,192,59
chr1,SZT2,43835570,43855570,+,2,32,13
chr1,HYI,43896674,43916674,-,1,37,1
chr1,ST3GAL3,44153207,44173207,+,1,13,1
chr1,ATP6V0B,44420632,44440632,+,1,60,1
chr1,B4GALT2,44426177,44446177,+,1,60,1
chr1,B4GALT2,44426177,44446177,+,2,48,9
chr1,CCDC24,44437519,44457519,+,1,60,1
chr1,CCDC24,44437519,44457519,+,2,48,9
chr1,SLC6A9,44442155,44462155,-,2,48,9
chr1,KIF2C,45192066,45212066,+,1,63,1
chr1,RPS8,45221212,45241212,+,2,34,2
chr1,BEST4,45229257,45249257,-,2,34,2
chr1,BEST4,45229257,45249257,-,9,710,20
chr1,BEST4,45229257,45249257,-,13,2556,36
chr1,PLK3,45246049,45266049,+,2,103,4
chr1,PLK3,45246049,45266049,+,13,2556,36
chr1,TCTEX1D4,45251580,45271580,-,2,103,4
chr1,BTBD19,45254154,45274154,+,2,103,4
chr1,PTCH2,45267610,45287610,-,6,207,8
chr1,ZSWIM5,45462071,45482071,-,6,150,13
chr1,TMEM69,46133853,46153853,+,1,11,1
chr1,IPP,46144383,46164383,-,3,60,16
chr1,IPP,46144383,46164383,-,1,11,1
chr1,LURAP1,46649006,46669006,+,2,27,9
chr1,UQCRH,46749370,46769370,+,1,19,1
chr1,UQCRH,46749370,46769370,+,3,44,4
chr1,UQCRH,46749370,46769370,+,3,63,3
chr1,TEX38,47117526,47137526,+,2,21,7
chr1,EFCAB14,47120831,47140831,-,2,21,7
chr1,FOXD2,47883716,47903716,+,1,12,1
chr1,BTF3L4,52501967,52521967,+,2,32,3
chr1,TUT4,52868947,52888947,-,2,36,8
chr1,ZYG11B,53172125,53192125,+,1,15,1
chr1,SLC1A7,53553600,53573600,-,2,24,3
chr1,LRP8,53688036,53708036,-,9,206,43
chr1,YIPF1,54297406,54317406,-,1,15,1
chr1,DIO1,54339860,54359860,+,1,13,1
chr1,LRRC42,54392023,54412023,+,2,27,23
chr1,TCEANC2,54499281,54519281,+,16,534,27
chr1,TCEANC2,54499281,54519281,+,3,48,20
chr1,FAM151A,55054854,55074854,-,1,43,1
chr1,PATJ,62188152,62208152,+,6,182,19
chr1,C1orf141,67537848,67557848,-,1,11,1
chr1,GNG12,68147158,68167158,-,4,150,19
chr1,WLS,68571043,68591043,-,2,87,3
chr1,SRSF11,70667063,70687063,+,2,30,36
chr1,HHLA3,70800494,70820494,+,1,13,1
chr1,CTH,70856951,70876951,+,1,22,1
chr1,LHX8,75580073,75600073,+,3,76,8
chr1,RABGGTB,76231941,76251941,+,2,36,2
chr1,MSH4,76242567,76262567,+,2,36,2
chr1,MSH4,76242567,76262567,+,2,38,2
chr1,MIGA1,78225490,78245490,+,1,12,1
chr1,DNAJB4,78450623,78470623,+,1,10,1
chr1,GNG5,84944008,84964008,-,1,10,1
chr1,SPATA1,84952069,84972069,+,29,719,82
chr1,BCL10,85711459,85731459,-,3,44,13
chr1,CCN1,86026444,86046444,+,10,174,64
chr1,CCN1,86026444,86046444,+,1,10,1
chr1,CCN1,86026444,86046444,+,1,10,1
chr1,HS2ST1,87360318,87380318,+,14,397,26
chr1,LMO4,87777427,87797427,+,5,114,16
chr1,GBP3,89454527,89474527,-,1,31,1
chr1,C1orf146,92663472,92683472,+,1,11,1
chr1,RPAP2,92744616,92764616,+,1,10,1
chr1,DIPK1A,93287724,93307724,-,24,3264,42
chr1,DIPK1A,93287724,93307724,-,1,15,1
chr1,CCDC18,93626273,93646273,+,3,51,22
chr1,GCLM,94330755,94350755,-,4,79,4
chr1,SLC35A3,100416073,100436073,+,1,10,1
chr1,SLC30A7,101341646,101361646,+,1,12,1
chr1,OLFM3,102248123,102268123,-,2,78,6
chr1,VAV3,108093783,108113783,-,3,55,3
chr1,VAV3,108093783,108113783,-,1,10,1
chr1,VAV3,108093783,108113783,-,2,45,12
chr1,VAV3,108093783,108113783,-,14,293,19
chr1,VAV3,108093783,108113783,-,23,2769,27
chr1,VAV3,108093783,108113783,-,2,41,2
chr1,VAV3,108093783,108113783,-,7,105,56
chr1,VAV3,108093783,108113783,-,16,585,25
chr1,VAV3,108093783,108113783,-,67,2876,86
chr1,STXBP3,109269296,109289296,+,1,10,1
chr1,WDR47,109492836,109512836,-,2,23,28
chr1,TMEM167B,109613386,109633386,+,10,151,54
chr1,C1orf194,109628577,109648577,-,5,71,17
chr1,C1orf194,109628577,109648577,-,32,1469,54
chr1,PSMA5,109921664,109941664,-,4,74,17
chr1,GSTM1,110210439,110230439,+,9,185,38
chr1,EPS8L3,110272702,110292702,-,3,212,3
chr1,CSF1,110433471,110453471,+,1,13,1
chr1,AHCYL1,110526570,110546570,+,2,27,22
chr1,STRIP1,110557246,110577246,+,1,12,1
chr1,RBM15,110861945,110881945,+,1,18,1
chr1,LAMTOR5,110923875,110943875,-,1,16,1
chr1,CEPT1,111662845,111682845,+,3,35,4
chr1,MOV10,113197360,113217360,+,4,166,4
chr1,PPM1J,113232616,113252616,-,2,42,3
chr1,PPM1J,113232616,113252616,-,13,637,34
chr1,TAFA3,113243189,113263189,+,2,42,3
chr1,TAFA3,113243189,113263189,+,13,637,34
chr1,RSBN1,114284454,114304454,-,1,18,1
chr1,DENND2C,115105471,115125471,-,2,52,3
chr1,CSDE1,115239537,115259537,-,1,10,1
chr1,SIKE1,115292100,115312100,-,20,986,39
chr1,ATP1A1,116905992,116925992,+,3,119,3
chr1,WDR3,118452362,118472362,+,1,14,1
chr1,HMGCS2,120270625,120290625,-,1,11,1
chr1,PDE4DIP,144931761,144951761,-,5,1497,6
chr1,NBPF10,145273371,145293371,+,80,2977,144
chr1,NBPF10,145273371,145293371,+,1,21,1
chr1,NBPF10,145273371,145293371,+,3,48,6
chr1,TXNIP,145419325,145439325,+,8,655,9
chr1,POLR3GL,145436236,145456236,-,8,655,9
chr1,ANKRD34A,145450515,145470515,+,1,15,1
chr1,LIX1L,145457069,145477069,+,1,15,1
chr1,PIAS3,145555988,145575988,+,1,17,1
chr1,NUDT17,145566114,145586114,-,1,17,1
chr1,POLR3C,145570666,145590666,-,1,17,1
chr1,RNF115,145591018,145611018,+,1,16,1
chr1,FCGR1A,149734250,149754250,+,1,11,1
chr1,H3C13,149764780,149784780,-,7,372,8
chr1,H4C14,149784221,149804221,+,2,105,3
chr1,H4C14,149784221,149804221,+,2,44,4
chr1,H3C14,149792259,149812259,-,2,105,3
chr1,H2AC18,149793785,149813785,-,2,105,3
chr1,H2AC18,149793785,149813785,-,1,10,1
chr1,H2AC18,149793785,149813785,-,3,131,10
chr1,H2AC19,149802628,149822628,+,2,105,3
chr1,H2AC19,149802628,149822628,+,1,10,1
chr1,H2AC19,149802628,149822628,+,3,131,10
chr1,H2AC19,149802628,149822628,+,7,915,8
chr1,H3C15,149804181,149824181,+,2,105,3
chr1,H3C15,149804181,149824181,+,1,10,1
chr1,H3C15,149804181,149824181,+,6,955,11
chr1,H3C15,149804181,149824181,+,5,204,13
chr1,H3C15,149804181,149824181,+,3,131,10
chr1,H3C15,149804181,149824181,+,7,915,8
chr1,H4C15,149812330,149832330,-,1,10,1
chr1,H4C15,149812330,149832330,-,6,955,11
chr1,H4C15,149812330,149832330,-,5,204,13
chr1,H4C15,149812330,149832330,-,3,131,10
chr1,H4C15,149812330,149832330,-,7,915,8
chr1,H2AC20,149838525,149858525,+,7,893,11
chr1,H2AC20,149838525,149858525,+,9,1386,17
chr1,H2AC21,149839019,149859019,-,7,893,11
chr1,H2AC21,149839019,149859019,-,9,1386,17
chr1,BOLA1,149851121,149871121,+,7,893,11
chr1,BOLA1,149851121,149871121,+,9,1386,17
chr1,BOLA1,149851121,149871121,+,4,157,4
chr1,SV2A,149854870,149874870,-,7,893,11
chr1,SV2A,149854870,149874870,-,9,1386,17
chr1,SV2A,149854870,149874870,-,4,157,4
chr1,SF3B4,149875209,149895209,-,1,15,1
chr1,MTMR11,149880543,149900543,-,1,15,1
chr1,MTMR11,149880543,149900543,-,2,46,14
chr1,OTUD7B,149889705,149909705,-,2,46,14
chr1,C1orf54,150225202,150245202,+,1,10,1
chr1,C1orf54,150225202,150245202,+,3,39,15
chr1,C1orf54,150225202,150245202,+,4,66,43
chr1,CIART,150234964,150254964,+,1,10,1
chr1,CIART,150234964,150254964,+,3,39,15
chr1,CIART,150234964,150254964,+,4,66,43
chr1,GOLPH3L,150598706,150618706,-,9,175,36
chr1,HORMAD1,150650536,150670536,-,2,21,3
chr1,ARNT,150762189,150782189,-,16,476,91
chr1,ANXA9,150934768,150954768,+,1,11,1
chr1,ANXA9,150934768,150954768,+,2,27,10
chr1,MLLT11,151012873,151032873,+,1,17,1
chr1,MLLT11,151012873,151032873,+,1,14,1
chr1,MLLT11,151012873,151032873,+,1,10,1
chr1,GABPB2,151023237,151043237,+,2,27,15
chr1,GABPB2,151023237,151043237,+,1,17,1
chr1,GABPB2,151023237,151043237,+,1,14,1
chr1,GABPB2,151023237,151043237,+,1,10,1
chr1,SCNM1,151118620,151138620,+,1,20,1
chr1,TMOD4,151122463,151142463,-,1,20,1
chr1,VPS72,151128780,151148780,-,1,20,1
chr1,PIP5K1A,151151028,151171028,+,1,21,1
chr1,RFX5,151293116,151313116,-,1,15,1
chr1,POGZ,151355200,151375200,-,8,311,24
chr1,TUFT1,151492785,151512785,+,2,20,23
chr1,OAZ3,151719131,151739131,+,2,72,6
chr1,TDRKH,151725970,151745970,-,2,72,6
chr1,CRNN,152361719,152381719,-,1,13,1
chr1,S100A5,153489623,153509623,-,31,3326,88
chr1,S100A4,153496097,153516097,-,31,3326,88
chr1,S100A3,153499805,153519805,-,31,3326,88
chr1,S100A3,153499805,153519805,-,6,463,9
chr1,S100A2,153513584,153533584,-,6,463,9
chr1,S100A14,153566731,153586731,-,3,66,15
chr1,S100A14,153566731,153586731,-,2,22,4
chr1,S100A14,153566731,153586731,-,1,11,1
chr1,S100A13,153571275,153591275,-,3,66,15
chr1,S100A13,153571275,153591275,-,2,22,4
chr1,S100A13,153571275,153591275,-,1,11,1
chr1,S100A1,153580910,153600910,+,3,66,15
chr1,S100A1,153580910,153600910,+,2,22,4
chr1,S100A1,153580910,153600910,+,1,11,1
chr1,S100A1,153580910,153600910,+,2,35,9
chr1,S100A1,153580910,153600910,+,3,221,33
chr1,CHTOP,153586542,153606542,+,2,35,9
chr1,CHTOP,153586542,153606542,+,3,221,33
chr1,SNAPIN,153611179,153631179,+,1,24,1
chr1,ILF2,153614264,153634264,-,1,24,1
chr1,ILF2,153614264,153634264,-,7,86,30
chr1,NPR1,153631164,153651164,+,7,86,30
chr1,NPR1,153631164,153651164,+,12,342,51
chr1,DENND4B,153881977,153901977,-,1,10,1
chr1,CREB3L4,153920726,153940726,+,4,71,37
chr1,JTB,153926745,153946745,-,4,71,37
chr1,RAB13,153934126,153954126,-,4,71,37
chr1,RAB13,153934126,153954126,-,18,524,69
chr1,RPS27,153943238,153963238,+,18,524,69
chr1,RPS27,153943238,153963238,+,15,338,100
chr1,NUP210L,153945166,153965166,-,18,8370,18
chr1,NUP210L,153945166,153965166,-,18,524,69
chr1,NUP210L,153945166,153965166,-,15,338,100
chr1,C1orf189,154151561,154171561,-,13,380,38
chr1,UBAP2L,154173431,154193431,+,12,215,30
chr1,HAX1,154225105,154245105,+,1,11,1
chr1,ATP8B2,154281274,154301274,+,3,62,30
chr1,UBE2Q1,154501053,154521053,-,3,72,3
chr1,ADAR,154534533,154554533,-,1,25,1
chr1,KCNN3,154649938,154669938,-,1,15,1
chr1,PYGO2,154909502,154929502,-,8,118,37
chr1,LOC101928120,154913947,154933947,+,8,118,37
chr1,SHC1,154914774,154934774,-,8,118,37
chr1,CKS1B,154927157,154947157,+,8,118,37
chr1,CKS1B,154927157,154947157,+,8,319,73
chr1,CKS1B,154927157,154947157,+,2,32,2
chr1,FLAD1,154935820,154955820,+,2,50,13
chr1,FLAD1,154935820,154955820,+,8,319,73
chr1,FLAD1,154935820,154955820,+,2,32,2
chr1,LENEP,154946062,154966062,+,2,50,13
chr1,LENEP,154946062,154966062,+,2,32,2
chr1,EFNA4,155016216,155036216,+,8,164,64
chr1,EFNA3,155031313,155051313,+,2,21,9
chr1,DPM3,155092367,155112367,-,2,28,15
chr1,TRIM46,155127230,155147230,+,31,912,64
chr1,MUC1,155138300,155158300,-,31,912,64
chr1,THBS3,155145379,155165379,-,31,912,64
chr1,MTX1,155158490,155178490,+,3,47,7
chr1,FAM189B,155196996,155216996,-,8,174,41
chr1,FAM189B,155196996,155216996,-,2,27,33
chr1,SCAMP3,155205772,155225772,-,8,174,41
chr1,SCAMP3,155205772,155225772,-,2,27,33
chr1,SCAMP3,155205772,155225772,-,2,21,2
chr1,CLK2,155212659,155232659,-,2,27,33
chr1,CLK2,155212659,155232659,-,2,21,2
chr1,CLK2,155212659,155232659,-,7,127,53
chr1,CLK2,155212659,155232659,-,1,18,1
chr1,HCN3,155227254,155247254,+,7,127,53
chr1,HCN3,155227254,155247254,+,1,18,1
chr1,RUSC1,155274298,155294298,+,1,20,1
chr1,DAP3,155638885,155658885,+,2,81,2
chr1,GON4L,155714218,155734218,-,1,15,1
chr1,SYT11,155809358,155829358,+,3,76,66
chr1,UBQLN4,155985090,156005090,-,32,1560,59
chr1,RAB25,156010951,156030951,+,10,161,56
chr1,MEX3A,156021804,156041804,-,10,161,56
chr1,LMNA,156075961,156095961,+,23,2194,111
chr1,BGLAP,156191975,156211975,+,1,10,1
chr1,PAQR6,156193112,156213112,-,1,10,1
chr1,TMEM79,156234116,156254116,+,2,38,19
chr1,GLMP,156242479,156262479,-,2,38,19
chr1,VHLL,156248415,156268415,-,2,38,19
chr1,VHLL,156248415,156268415,-,12,278,32
chr1,CCT3,156258759,156278759,-,12,278,32
chr1,TSACC,156288693,156308693,+,11,226,67
chr1,GPATCH4,156544100,156564100,-,3,55,16
chr1,HAPLN2,156569207,156589207,+,1,11,1
chr1,ISG20L2,156671687,156691687,-,8,893,8
chr1,HDGF,156691901,156711901,-,2,28,5
chr1,PRCC,156717327,156737327,+,12,354,22
chr1,NTRK1,156810671,156830671,+,1,10,1
chr1,PEAR1,156843523,156863523,+,3,69,3
chr1,ARHGEF11,156884632,156904632,-,1,12,1
chr1,CD1D,158130685,158150685,+,1,17,1
chr1,IGSF9,159876831,159896831,-,1,11,1
chr1,IGSF9,159876831,159896831,-,17,926,35
chr1,ATP1A2,160065549,160085549,+,2,25,2
chr1,DCAF8,160165510,160185510,-,26,778,85
chr1,DCAF8,160165510,160185510,-,1,10,1
chr1,PEX19,160226599,160246599,-,2,33,4
chr1,PEX19,160226599,160246599,-,1,10,1
chr1,PEX19,160226599,160246599,-,1,15,1
chr1,COPA,160238384,160258384,-,5,80,7
chr1,NCSTN,160293173,160313173,+,12,192,69
chr1,NIT1,161067908,161087908,+,5,110,12
chr1,DEDD,161070767,161090767,-,3,45,26
chr1,DEDD,161070767,161090767,-,5,110,12
chr1,USP21,161109290,161129290,+,8,168,18
chr1,PPOX,161116436,161136436,+,8,168,18
chr1,B4GALT3,161121100,161141100,-,8,168,18
chr1,ADAMTS4,161139515,161159515,-,2,30,2
chr1,FCER1G,161165085,161185085,+,3,108,8
chr1,APOA2,161172082,161192082,-,3,108,8
chr1,UAP1,162511689,162531689,+,3,151,3
chr1,PBX1,164508959,164528959,+,2,58,2
chr1,DCAF6,167885797,167905797,+,2,37,2
chr1,DCAF6,167885797,167905797,+,1,10,1
chr1,TIPRL,168128200,168148200,+,1,20,1
chr1,ATP1B1,169055928,169075928,+,1,17,1
chr1,BLZF1,169317433,169337433,+,3,46,5
chr1,SLC19A2,169413147,169433147,-,1,19,1
chr1,PRRX1,170613272,170633272,+,12,613,52
chr1,PRRX1,170613272,170633272,+,6,131,51
chr1,PRRX1,170613272,170633272,+,1,12,1
chr1,PRRX1,170613272,170633272,+,2,32,37
chr1,PRRX1,170613272,170633272,+,3,49,39
chr1,PRRX1,170613272,170633272,+,2,38,2
chr1,PRRX1,170613272,170633272,+,1,24,1
chr1,PRRX1,170613272,170633272,+,1,17,1
chr1,PRRX1,170613272,170633272,+,1,48,1
chr1,ZBTB37,173817518,173837518,+,7,357,11
chr1,MRPS14,174962094,174982094,-,1,10,1
chr1,RALGPS2,178674379,178694379,+,1,24,1
chr1,TOR3A,179031205,179051205,+,1,11,1
chr1,SOAT1,179242932,179262932,+,3,89,3
chr1,TOR1AIP1,179831177,179851177,+,3,123,29
chr1,CEP350,179903945,179923945,+,1,10,1
chr1,IER5,181037836,181057836,+,3,110,3
chr1,TEDDM1,182347252,182367252,-,1,14,1
chr1,TEDDM1,182347252,182367252,-,5,321,5
chr1,APOBEC4,183595410,183615410,-,16,283,86
chr1,TSEN15,184000864,184020864,+,1,10,1
chr1,ODR4,186324970,186344970,+,3,36,27
chr1,GLRX2,193045595,193065595,-,1,22,1
chr1,CDC73,193071088,193091088,+,2,23,4
chr1,C1orf53,197851760,197871760,+,1,16,1
chr1,LHX9,197866502,197886502,+,1,16,1
chr1,LHX9,197866502,197886502,+,2,42,2
chr1,DDX59,200593165,200613165,-,23,435,23
chr1,DDX59,200593165,200613165,-,39,791,43
chr1,TNNI1,201352912,201372912,-,1,13,1
chr1,CSRP1,201432658,201452658,-,4,61,89
chr1,LMOD1,201845584,201865584,-,2,42,3
chr1,LMOD1,201845584,201865584,-,5,75,41
chr1,TIMM17A,201904631,201924631,+,1,10,1
chr1,TIMM17A,201904631,201924631,+,1,11,1
chr1,RNPEP,201932489,201952489,+,3,45,13
chr1,RNPEP,201932489,201952489,+,1,20,1
chr1,PTPN7,202096144,202116144,-,2,26,13
chr1,KLHL12,202840248,202860248,-,2,26,13
chr1,CYB5R1,202911001,202931001,-,4,68,34
chr1,TMEM183A,202956759,202976759,+,1,10,1
chr1,PPFIA4,202975619,202995619,+,1,10,1
chr1,CHI3L1,203128059,203148059,-,1,16,1
chr1,ATP2B4,203577065,203597065,+,2,38,38
chr1,ZBED6,203746651,203766651,+,3,38,18
chr1,SNRPE,203810975,203830975,+,13,399,32
chr1,SOX13,204022243,204042243,+,1,17,1
chr1,PIK3C2B,204371758,204391758,-,4,80,8
chr1,NFASC,204893354,204913354,+,1,25,1
chr1,RAB29,205717114,205737114,-,2,69,15
